"","schoolName","schoolLocation","program","url","department","cost","curriculum","prereqcoursework","delivery","length"
"166","Capella University","Minneapolis, Minnesota","Business Intelligence Specialization Post-Baccalaureate Certificate","http://www.capella.edu/online-degrees/certificate-business-intelligence/accreditations","School of Business and Technology","http://www.capella.edu/online-degrees/certificate-business-intelligence/cost-transfer-credits","http://www.capella.edu/online-degrees/certificate-business-intelligence/courses/",NA,"Online","15 credits"
"167","Capella University","Minneapolis, Minnesota","MBA in Business Intelligence","http://www.capella.edu/online-degrees/mba-business-intelligence/","School of Business & Technology","http://www.capella.edu/online-degrees/mba-business-intelligence/cost-transfer-credits/","http://www.capella.edu/online-degrees/mba-business-intelligence/courses/",NA,"Online","48 credits"
"168","The College of Saint Scholastica","Duluth, Minnesota","M.S. Health Informatics","http://www.css.edu/Graduate/Masters-Doctoral-and-Professional-Programs/Areas-of-Study/MS-Health-Informatics/Curriculum.html?ss=print","Health Informatics Program","http://www.css.edu/Graduate/Masters-Doctoral-and-Professional-Programs/Areas-of-Study/MS-Health-Informatics.html","http://www.css.edu/graduate/masters-doctoral-and-professional-programs/areas-of-study/ms-health-informatics/curriculum.html?ss=print","Statistics","Online","46 credits"
"169","University of Minnesota-Duluth","Duluth, Minnesota","Master of Science in Business Analytics","http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics","Carlson School of Management","https://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/full-time-msba/tuition-and-financial-aid","https://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/full-time-msba/program-structure","Math","Campus","45 credit hours/1 year"
"170","University of St. Thomas","Saint Paul, Minnesota","M.S. in Data Science","http://www.stthomas.edu/gradsoftware/programs/msdatascience/default.html","Graduate Programs in Software","https://www.stthomas.edu/financialaid/graduate/cost/2014-15-tuition-rate/","http://www.stthomas.edu/gradsoftware/programs/masters/msdatascience/?utm_source=ustredirect&utm_medium=Vanity&utm_campaign=Grad%20Software%20Programs",NA,"Campus","12 courses"
"171","Grantham University","Kansas City, Missouri","Master of Science in Business Intelligence","http://rmi.grantham.edu/programs/master-of-science-in-business-intelligence","Business","http://www.grantham.edu/tuition/tuition-rates/","http://www.grantham.edu/online-degrees/business-intelligence-masters/",NA,"Online","36 credit hours"
"172","Missouri University of Science and Technology","Rolla, Missouri","Graduate Certificate in Business Analytics and Data Science","http://dce.mst.edu/credit/certificates/businessanalyticsanddatascience/","Department of Business and Information Technology","http://dce.mst.edu/admissions/feeschedule/index.html","http://dce.mst.edu/credit/certificates/businessanalyticsanddatascience/#curriculum",NA,"Online","12 credit hours"
"173","Rockhurst University","Kansas City, Missouri","Data Science and Business Analytics Certificate","http://www.rockhurst.edu/media/filer_private/2013/12/06/helzberg_ds_certificates_w-course_descriptions.pdf","Helzburg School of Management","http://www.rockhurst.edu/media/filer_private/2013/12/06/helzberg_ds_certificates_w-course_descriptions.pdf","http://www.rockhurst.edu/media/filer_private/2013/12/06/helzberg_ds_certificates_w-course_descriptions.pdf","Statistics","Campus","12 credit hours"
"174","Rockhurst University","Kansas City, Missouri","Data Science and Business Intelligence Certificate","http://www.rockhurst.edu/media/filer_private/2013/12/06/helzberg_ds_certificates_w-course_descriptions.pdf","Helzberg School of Management","http://www.rockhurst.edu/media/filer_private/2013/12/06/helzberg_ds_certificates_w-course_descriptions.pdf","http://www.rockhurst.edu/media/filer_private/2013/12/06/helzberg_ds_certificates_w-course_descriptions.pdf",NA,"Campus","12 credits"
"175","Saint Louis University-Main Campus","Saint Louis, Missouri","Applied Analytics Master's Degree","http://www.slu.edu/school-for-professional-studies-home/majors-and-programs/masters-degree-programs/ms-in-applied-analytics","School for Professional Studies","http://www.slu.edu/school-for-professional-studies-home/tuition-scholarships-and-financial-aid/tuition-and-fees","http://www.slu.edu/school-for-professional-studies-home/majors-and-programs/masters-degree-programs/ms-in-applied-analytics","Computer Science, Statistics","Online","39 credits"
"176","University of Missouri-St Louis","Saint Louis, Missouri","Graduate Certificate in Business Intelligence","http://mis.umsl.edu/M.S.%20in%20I.S./BICertificate.html","Information Systems Department","http://www.umsl.edu/cashiers/tuition-fees/rates.html","http://mis.umsl.edu/M.S.%20in%20I.S./BICertificate.html",NA,"Campus","18 hours"
"177","Bellevue University","Bellevue, Nebraska","Master of Professional Science in Technology Innovation with Focus in Bioinformatics","http://www.bellevue.edu/degrees/graduate/innovation-entrepreneurship-mps/major-requirements.aspx","College of Science and Technology","http://www.bellevue.edu/degrees/graduate/innovation-entrepreneurship-mps/tuition-and-fees.aspx","http://www.bellevue.edu/degrees/master/innovation-entrepreneurship-mps/",NA,"Online","40 credit hours/18 months"
"178","Bellevue University","Bellevue, Nebraska","Master of Science-Business Analytics","http://www.bellevue.edu/degrees/graduate/business-analytics-ms/major-requirements.aspx","College of Science and Technology","http://www.bellevue.edu/degrees/graduate/business-analytics-ms/tuition-and-fees.aspx","http://www.bellevue.edu/degrees/master/business-analytics-ms/",NA,"Online","36 credit hours"
"179","Creighton University","Omaha, Nebraska","Master of Science in Business Intelligence and Analytics (MS-BIA)","http://business.creighton.edu/graduate/graduate-programs/master-science-business-intelligence-and-analytics-ms-bia","Heider College of Business","http://business.creighton.edu/graduate/graduate-tuition-and-fees","http://business.creighton.edu/graduate/graduate-programs/master-science-business-intelligence-and-analytics-ms-bia",NA,"Campus","33 credit hours"
"180","Creighton University","Omaha, Nebraska","Master of Science in Data Science","https://academics.creighton.edu/program/data-science-master-science-ms","College of Professional Studies","https://www.creighton.edu/financialaid/costofattendance/cost/allprogramstuitionandfees20152016/","https://academics.creighton.edu/program/data-science-master-science-ms",NA,"Campus","27 units"
"181","Nebraska College of Technical Agriculture","Curtis, Nebraska","Business Analytics Graduate Certificate","http://news.unl.edu/newsrooms/unltoday/article/cba-to-offer-business-analytics-program/","College of Business Administration","http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/","http://cba.unl.edu/programs/business-analytics/","Statistics","Online","12 credits"
"182","Southern New Hampshire University","Manchester, New Hampshire","Master of Science in Data Analytics","http://www.snhu.edu/online-degrees/graduate-degrees/data-analytics-ms-online/careers.asp","Graduate","http://www.snhu.edu/249.asp","http://www.snhu.edu/online-degrees/graduate-degrees/data-analytics-ms-online/curriculum.asp",NA,"Online","36 credit hours"
"183","Southern New Hampshire University","Manchester, New Hampshire","MBA in Business Intelligence","http://www.snhu.edu/online-degrees/graduate-degrees/MBA-online/business-intelligence-curriculum.asp","None listed","http://www.snhu.edu/249.asp","http://www.snhu.edu/online-degrees/graduate-degrees/MBA-online/business-intelligence-curriculum.asp",NA,"Online","39 credits"
"184","Southern New Hampshire University","Manchester, New Hampshire","MS in Information Technology - Healthcare Informatics","http://www.snhu.edu/online-degrees/graduate-degrees/information-technology-MS-online/health-Informatics.asp","School for Professional Studies","http://www.snhu.edu/online-degrees/graduate-degrees/information-technology-MS-online/health-Informatics.asp","http://www.snhu.edu/online-degrees/graduate-degrees/information-technology-MS-online/health-Informatics.asp",NA,"Online","36 credits minimum"
"185","New Jersey Institute of Technology","Newark, New Jersey","Graduate Certificate in Data Mining","http://online.njit.edu/programs/certs/datamining-cert.php","Department of Computer Science","http://online.njit.edu/tuition/index.php","http://adultlearner.njit.edu/programs/datamining-cert.php","Computer Science, Statistics, Math","Online","12 credits"
"186","New Jersey Institute of Technology","Newark, New Jersey","MS in Applied Statistics","http://math.njit.edu/academics/graduate/ms-appliedstatistics/index.php","Department of Mathematical Sciences","http://www.njit.edu/bursar/tuition/grad-tuition.php","http://math.njit.edu/docs/ms-appliedstatsbrochure.pdf","Math","Campus","30 credits"
"187","Rutgers University","Camden, New Jersey","Master of Business And Science Degree in Analytics - Discovery Informatics & Data Sciences","http://psm.rutgers.edu/programs/analytics-data-sciences","Division of Continuous Education and Outreach","http://studentabc.rutgers.edu/new-brunswick-graduate-students-tuition-rates-pdf","http://psm.rutgers.edu/programs/analytics-data-sciences","Math","Campus, with some courses available online","42 credit hours"
"188","Rutgers University","Camden, New Jersey","MBA with Analytics and Information Management Concentration","http://www.business.rutgers.edu/mba/concentrations/aim","Rutgers Business School","http://www.business.rutgers.edu/admissions/graduate/tuition-and-fees","http://www.business.rutgers.edu/mba/concentrations/aim/curriculum",NA,"Campus","60+ credits (Concentration comprises at least 15 c"
"189","Rutgers University","Camden, New Jersey","Post MBA Certificate in Analytics and Information Management","http://www.business.rutgers.edu/mba/admissions/post-mba-certificate","Rutgers Business School","http://www.business.rutgers.edu/admissions/graduate/tuition-and-fees","http://www.business.rutgers.edu/mba/admissions/post-mba-certificate",NA,"Campus","15 credits"
"190","Saint Peter's University","Jersey City, New Jersey","Master of Science in Data Science with a concentration in Business Analytics","http://www.saintpeters.edu/data-science-and-business-analytics/","Saint Peter's University","http://www.saintpeters.edu/enrollment-services/student-accounts/tuition-and-fees/","http://www.saintpeters.edu/data-science-and-business-analytics/curriculum/",NA,"Campus","12 courses / 36 credits"
"191","Stevens Institute of Technology","Hoboken, New Jersey","BI&A Graduate Certificate","https://www.stevens.edu/howe/academics/graduate/business-intelligence-analytics-bi-ms/bi-graduate-certificate","Wesley J. Howe School of Technology Management","http://www.stevens.edu/sit/ssc/sfs/tuition-fees#graduate","https://www.stevens.edu/howe/academics/graduate/business-intelligence-analytics-bi-ms/bi-graduate-certificate",NA,"Online","12 credits"
"192","Stevens Institute of Technology","Hoboken, New Jersey","Master of Science in Information Systems","https://www.stevens.edu/howe/academics/graduate/information-systems","Wesley J. Howe School of Technology Management","http://www.stevens.edu/sit/ssc/sfs/2015-2016-Graduate-tuition-fees","https://www.stevens.edu/howe/academics/graduate/information-systems",NA,"Campus","36 units"
"193","Stevens Institute of Technology","Hoboken, New Jersey","MS in Business Intelligence and Analytics","http://www.stevens.edu/sit/graduate/master-of-science-business-intelligence-and-analytics.cfm","Graduate School","http://www.stevens.edu/sit/ssc/sfs/tuition-fees#graduate","http://www.stevens.edu/sit/graduate/master-of-science-business-intelligence-and-analytics.cfm","Technical Bachelor's Degree","Campus","36 credit hours"
"194","Thomas Edison State College","Trenton, New Jersey","MBA in Data Analytics","http://www.tesc.edu/business/mba/Data-Analytics.cfm","School of Business & Management","http://www.tesc.edu/tuition/MBA-Tuition.cfm","http://www.tesc.edu/business/mba/index.cfm","Statistics, Math, Economics","Online","18 months"
"195","Columbia University in the City of New York","New York, New York","Master of Arts in Statistics","http://quants.columbia.edu/statistics/masters-program-overview","School of Continuing Education","http://quants.columbia.edu/statistics/masters-program-tuition-and-fees","http://quants.columbia.edu/statistics/masters-program-courses","Math","Online or Campus","24 points"
"196","Columbia University in the City of New York","New York, New York","Masters of Science in Computer Science, concentration in Machine Learning","http://www.cs.columbia.edu/education/ms/machineLearning","Fu Foundation School of Engineering and Applied Science","http://sfs.columbia.edu/tuition-rates-and-fees","http://www.cs.columbia.edu/education/ms/machineLearning","Technical Bachelor's Degree","Campus","30 points"
"197","Columbia University in the City of New York","New York, New York","MS - Masters in Data Science","http://idse.columbia.edu/masters","Institute for Data Sciences and Engineering","http://sfs.columbia.edu/tuition-rates-and-fees?year=42&school=12","http://datascience.columbia.edu/master-science-data-science-0","Computer Science, Math","Campus","30 credit hours"
"198","Cornell University","Ithaca, New York","Master of Professional Studies (MPS) in Applied Statistics (Option II: Data Science)","http://stat.cornell.edu/academics/mps","Department of Statistical Science","http://stat.cornell.edu/academics/mps/tuition-and-financial-aid-information","http://stat.cornell.edu/academics/mps/program-options","Technical Bachelor's Degree","Campus","2 semesters"
"199","Cornell University","Ithaca, New York","Master of Science in Health Informatics","http://hpr.weill.cornell.edu/education_and_training/MS_Health_Informatics_curriculum.html","Cornell Medial College","http://hpr.weill.cornell.edu/education_and_training/MS_Health_Informatics_tuition.html","http://hpr.weill.cornell.edu/education/MS_Health_Informatics_curriculum.html",NA,"Campus","30-36 credits"
"200","CUNY Bernard M Baruch College","New York, New York","Advanced Certificate in Business Analytics of Large-Scale Data","http://www.csi.cuny.edu/catalog/graduate/advanced-certificate-in-business-analytics-of-large-scale-data.htm","School of Business","http://www.csi.cuny.edu/catalog/graduate/tuition-and-fees.htm#o2372","http://www.csi.cuny.edu/catalog/graduate/advanced-certificate-in-business-analytics-of-large-scale-data.htm#o8198","Math, Statistics","Campus","15 hours/credits"
"201","CUNY Graduate School and University Center","New York, New York","Online Master of Science in Data Analytics","http://sps.cuny.edu/programs/ms_dataanalytics","CUNY School of Professional Studies","http://sps.cuny.edu/admissions/tuitionandfees2013","http://sps.cuny.edu/programs/ms_dataanalytics/curriculum","Statistics, Math, Computer Science","Online","36 credit hours"
"202","CUNY Queens College","Flushing, New York","MA in Data Analytics & Applied Social Research","http://qcbigdata.com/program/","Sociology Department","http://www.qc.cuny.edu/admissions/bursar/Pages/QCTuitionCosts.aspx","http://qcbigdata.com/wp-content/uploads/2014/04/Data-Science-Concentration.pdf","Computer Science","Campus","35 credits"
"203","Fordham University","Bronx, New York","Master of Science in Business Analytics","http://www.bnet.fordham.edu/academic_bulletin/2015/ms/MS_Business_Analytics/index.asp","Graduate School of Business","http://www.bnet.fordham.edu/academic_bulletin/2015/admissions_enrollment/Tuition_Fees/index.asp","http://www.fordham.edu/info/21535/business_analytics/3316/curriculum",NA,"Campus","30 credit hours/1 year"
"204","Keller Graduate School of Management","New York, New York","MBA with a Business Intelligence and Analytics Management Concentration","http://keller.edu/graduate-degree-programs/mba-program/business-intelligence-mba.html","Keller Graduate School of Management","http://keller.edu/graduate-degree-programs/mba-program/business-intelligence-mba.html","http://keller.edu/graduate-degree-programs/mba-program/business-intelligence-mba.html",NA,"Campus","48 credits"
"205","Marist College","Poughkeepsie, New York","Advanced Certificate in Business Analytics","http://www.marist.edu/admission/graduate/business-analytics/","School of Computer Science and Mathematics","http://www.marist.edu/admission/graduate/deadlines.html","http://www.marist.edu/admission/graduate/business-analytics/courses.html",NA,"Online","12 credits"
"206","New York University","New York, New York","Advanced Certificate in Applied Urban Science and Informatics","http://cusp.nyu.edu/advanced-certificate-in-applied-urban-science-and-informatics/","Center for Urban Science & Progress","http://cusp.nyu.edu/financial-aid-and-tuition-2/","http://cusp.nyu.edu/curriculum-2/","Math, Statistic, Computer Science","Campus","12 credits"
"207","New York University","New York, New York","Certificate in Healthcare Informatics","http://www.scps.nyu.edu/academics/departments/information-technology/academic-offerings/noncredit/certificate-in-healthcare-informatics.html","School of Professional Studies: Management and Information Technology","http://www.scps.nyu.edu/academics/departments/information-technology/academic-offerings/noncredit/certificate-in-healthcare-informatics.html","http://www.scps.nyu.edu/academics/departments/information-technology/academic-offerings/noncredit/certificate-in-healthcare-informatics.html#undefined",NA,"Online","9.5 Continuing Education Units"
"208","New York University","New York, New York","Master of Science in Applied Statistics for Social Science Research","http://steinhardt.nyu.edu/graduate_admissions/guide/assr/ms","Steinhardt School of Culture, Education, and Human Development: D","http://steinhardt.nyu.edu/graduate_admissions/tuition","http://steinhardt.nyu.edu/humsocsci/applied_statistics/requirements","Statistics","Campus","34-46 credits"
"209","New York University","New York, New York","Master of Science in Business Analytics","http://www.stern.nyu.edu/programs-admissions/global-degrees/business-analytics/academics/course-index/","Stern School of Business","http://www.stern.nyu.edu/programs-admissions/global-degrees/business-analytics/admissions/tuition-fees/index.htm","http://www.stern.nyu.edu/programs-admissions/global-degrees/business-analytics/academics/course-index",NA,"Campus","12 months"
"210","New York University","New York, New York","Master of Science in Data Science","http://cds.nyu.edu/academics/ms-in-data-science/","NYU Center for Data Science","http://www.nyu.edu/bursar/tuition.fees/rate13/gradgsas.html","http://cds.nyu.edu/academics/ms-in-data-science/curriculum/","Computer Science, Math","Campus","36 credit hours/2 years"
"211","New York University","New York, New York","Master of Science in Information Systems","https://cs.nyu.edu/webapps/content/academic/graduate/msis","Computer Science Department","http://gsas.nyu.edu/page/grad.financialaid.tuitionfees","https://cs.nyu.edu/webapps/content/academic/graduate/msis","Programming","Campus","39 units"
"212","New York University","New York, New York","MBA, Specialization in Business Analytics","http://www.stern.nyu.edu/programs-admissions/full-time-mba/academics/specializations/business-analytics/index.htm","Stern School of Business","http://www.stern.nyu.edu/programs-admissions/full-time-mba/financial-aid/tuition-cost-of-attendance/index.htm","http://www.stern.nyu.edu/programs-admissions/full-time-mba/academics/curriculum",NA,"Campus","2 years"
"213","New York University","New York, New York","MS in Applied Urban Science and Informatics","http://cusp.nyu.edu/ms-in-applied-urban-science-and-informatics/","Center for Urban Science & Progress","http://cusp.nyu.edu/financial-aid-and-tuition/","http://cusp.nyu.edu/curriculum/","Math, Statistic, Computer Science","Campus","30 credits"
"214","Pace University-New York","New York, New York","Master of Science in Information Systems","http://www.pace.edu/seidenberg/ms-in-information-systems","Seidenberg School of Computer Science and Information Systems","http://www.pace.edu/admission-aid/graduate-admission/graduates/tuition-and-fees","http://pace.smartcatalogiq.com/2014-2015/Graduate-Catalog/Schools/Seidenberg/Graduate-Degree-Programs/Masters-of-Science-Programs/Information-Systems-MS",NA,"Campus","30 units"
"215","Pace University-New York","New York, New York","MS in Customer Intelligence and Analytics","http://www.pace.edu/lubin/ms-in-customer-intelligence-analytics","Lubin School of Business","http://www.pace.edu/admission-aid/graduate-admission/graduates/tuition-and-fees","http://pace.smartcatalogiq.com/2013-2014/Graduate-Catalog/Schools/Lubin-School-of-Business/Graduate-Degree-Programs/MS-Lubin-Degrees/Customer-Intelligence-and-Analytics-MS",NA,"Campus","30 credit hours"
"216","Rensselaer Polytechnic Institute","Troy, New York","M.S. in Information Technology - Concentration in Data Science and Analytics","https://www.rpi.edu/dept/IT/graduate/Masters.html","Department of Information Technology & Web Science","http://admissions.rpi.edu/graduate/funding/index.html","https://www.rpi.edu/dept/IT/graduate/Masters.html","Computer Science","Campus","2 terms"
"217","Rensselaer Polytechnic Institute","Troy, New York","MS in Business Analytics","http://lallyschool.rpi.edu/academics/ms_ba.html","Lally School of Management","http://catalog.rpi.edu/content.php?catoid=12&navoid=273#Tuition","http://lallyschool.rpi.edu/academics/ms_ba.html",NA,"Campus","30 credit hours/1 year"
"218","St. John's University-New York","Queens, New York","Master of Science in Data Mining and Predictive Analytics","http://www.stjohns.edu/academics/schools-and-colleges/college-professional-studies/programs-and-majors/data-mining-and-predictive-analytics-master-science","Department of Computer Science, Mathematics, and Science","http://www.stjohns.edu/admission-aid/tuition-and-financial-aid/tuition","http://www.stjohns.edu/academics/schools-and-colleges/college-professional-studies/programs-and-majors/data-mining-and-predictive-analytics-master-science#courses","Math, Statistics","Campus","30 credits"
"219","Syracuse University","Syracuse, New York","Certificate of Advanced Study in Data Science","http://ischool.syr.edu/future/cas/datascience.aspx","School of Information Studies","http://www.syr.edu/financialaid/costofattendance/","http://coursecatalog.syr.edu/2014/programs/data_science",NA,"Online","15 credits"
"220","The New School","New York, New York","Data Visualization (MS)","http://www.newschool.edu/parsons/ms-data-visualization/","School of Art, Media & Technology","http://www.newschool.edu/student-financial-services/cost-of-attendance/","http://www.newschool.edu/parsons/ms-data-visualization-curriculum/",NA,"Campus","1 year (full-time) or 2 years (part-time)"
"221","Trocaire College","Buffalo, New York","Certificate in Healthcare Informatics","https://www.trocaire.edu/academics/healthcare-informatics/healthcare-informatics-certificate","Healthcare Informatics","https://www.trocaire.edu/admissions/tuition-and-fees","https://www.trocaire.edu/academics/healthcare-informatics/healthcare-informatics-certificate","Math, Biology","Campus","36 credits"
"222","Union Graduate College","Schenectady, New York","Master of Science in Healthcare Data Analytics","http://www.uniongraduatecollege.edu/management/MS-Healthcare.aspx","School of Management","http://www.uniongraduatecollege.edu/admissions/tuition-fees.aspx","http://www.uniongraduatecollege.edu/management/MS-Healthcare-Curriculum.aspx",NA,"Online","1 year/12 course program"
"223","University at Buffalo","Buffalo, New York","Master of Science (MS) in Management Science: Business Analytics and Systems from the State University of New York at Buffalo and a Master of Business","http://mgt.buffalo.edu/faculty/academic/systems/business-analytics-amrita","University at Buffalo School of Management and Amrita University","http://www.amrita.edu/program/mba-ms-university-buffalo-usa","",NA,"Campus","31 credits"
"224","University of Rochester","Rochester, New York","MA and MS in Medical Statistics","http://www.urmc.rochester.edu/education/graduate/phd/statistics/","Department of Biostatistics and Computational Biology","http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm","http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm","Statistics, Math","Campus","32 credits"
"225","University of Rochester","Rochester, New York","Master of Science in Data Science","http://www.rochester.edu/data-science/degrees/MSdetails.html","Institute for Data Science","http://www.rochester.edu/adminfinance/bursar/PDFs/GradFees2014-15.pdf","http://www.rochester.edu/data-science/degrees/MSdetails.html","Math","Campus","1 year / 30 credits"
"226","University of Rochester","Rochester, New York","MS in Business Administration (Concentration in Business Analytics)","http://www.simon.rochester.edu/programs/full-time-ms/academics/programs/business-analytics/index.aspx","Simon School of Business","http://www.simon.rochester.edu/programs/full-time-ms/tuition-financial-aid/tuition-expenses/index.aspx","http://www.simon.rochester.edu/programs/full-time-ms/academics/programs/business-analytics/curriculum/index.aspx",NA,"Campus","1 year"
"227","University of Rochester","Rochester, New York","Professional MS in Computer Science (Concentration in Data Analytics)","http://www.cs.rochester.edu/graduate/masters-program.html","Department of Computer Science","https://www.rochester.edu/adminfinance/bursar/graduate.htm","http://www.cs.rochester.edu/graduate/masters-program.html",NA,"Campus","1 year"
"228","North Carolina State University at Raleigh","Raleigh, North Carolina","Master of Science in Analytics","http://analytics.ncsu.edu/","Institute for Advanced Analytics","http://analytics.ncsu.edu/?page_id=4202","http://analytics.ncsu.edu/?page_id=123","Math, Statistics","Campus","30 credit hours/10 months"
"229","University of North Carolina at Chapel Hill","Chapel Hill, North Carolina","Graduate Certificate in Public Health Informatics","http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/","Gillings School of Global Public Health and School of Information and Libra","http://sph.unc.edu/student_pages/gillings-costs-and-funding/","http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/",NA,"Campus","12 credit hours"
"230","University of North Carolina at Charlotte","Charlotte, North Carolina","Graduate Certificate in Data Science and Business Analytics","http://analytics.uncc.edu/graduate-certificate","College of Computing and Informatics and the Belk College of Business","http://analytics.uncc.edu/admissions/tuition-and-fees","http://analytics.uncc.edu/graduate-certificate/course-map","Math, Statistics","Campus","15 credit hours"
"231","University of North Carolina at Charlotte","Charlotte, North Carolina","Graduate Certificate in Health Informatics","http://hi.uncc.edu/graduate-certificate","College of Computing and Informatics, College of Health and Human Serv","http://finance.uncc.edu/sites/finance.uncc.edu/files/media/College%20of%20Health%20and%20Human%20Services.pdf","http://hi.uncc.edu/graduate-certificate/course-map",NA,"Campus","15 credits"
"232","University of North Carolina at Charlotte","Charlotte, North Carolina","M.S. in Mathematics with Concentration in Applied Statistics","http://math.uncc.edu/graduate-program/master-science-degree-concentration-applied-statistics","Department of Mathematics and Statistics","http://finaid.uncc.edu/sites/finaid.uncc.edu/files/media/forms/1415-cost-of-attendance-budget.pdf","http://math.uncc.edu/graduate-program/master-science-degree-concentration-applied-statistics","Math, Statistics, Computer Science","Campus","33 semester hours"
"233","University of North Carolina at Charlotte","Charlotte, North Carolina","Professional Science Master's (PSM) in Data Science and Business Analytics (DSBA)","http://analytics.uncc.edu/","The Graduate School","http://analytics.uncc.edu/admissions/tuition-and-fees","http://analytics.uncc.edu/academics/course-description","Math, Statistics","Campus","33 credit hours"
"234","University of North Carolina at Greensboro","Greensboro, North Carolina","Graduate Certificate in Business Analytics","http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/","UNCG Bryan School of Business and Economics","http://online.uncg.edu/registration/","http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/",NA,"Online","15 credit hours"
"235","Bowling Green State University","Bowling Green, Ohio","M.S. in Analytics","http://www.bgsu.edu/graduate/analytics.html","Graduate College","http://www.bgsu.edu/graduate/analytics.html","http://www.bgsu.edu/graduate/analytics.html",NA,"Campus","33 credit hours/12 months"
"236","Bowling Green State University","Bowling Green, Ohio","Master of Science in Applied Statistics (specialization in Business Analytics)","http://www.bgsu.edu/business/asor/graduateprograms.html","Department of Applied Statistics & Operations Research/Department of Mathem","http://www.bgsu.edu/content/dam/BGSU/bursar/documents/TuitionFeesBrochure2014-2015FinalWebCopy.pdf","http://www.bgsu.edu/arts-and-sciences/mathematics-and-statistics/graduate-programs/master-programs.html",NA,"Campus","33-39 credit hours"
"237","Cleveland State University","Cleveland, Ohio","Graduate Certificate in Advanced Business Analytics","http://www.csuohio.edu/business/academics/business-analytics-graduate-certificate-programs","Monte Ahuja College of Business","http://www.csuohio.edu/sites/default/files/Fiscal%202015%20GRADUATE%20Fee%20Schedule%20%28Fall%2014%2C%20Spring%2015%2C%20Summer%2015%29_0.pdf","http://catalog.csuohio.edu/preview_program.php?catoid=14&poid=2938&returnto=1225","Statistics","Campus","12-13 credits"
"238","Cleveland State University","Cleveland, Ohio","Graduate Certificate in Strategic Business Analytics","http://www.csuohio.edu/business/academics/business-analytics-graduate-certificate-programs","Monte Ahuja College of Business","http://www.csuohio.edu/sites/default/files/Fiscal%202015%20GRADUATE%20Fee%20Schedule%20%28Fall%2014%2C%20Spring%2015%2C%20Summer%2015%29_0.pdf","http://catalog.csuohio.edu/preview_program.php?catoid=14&poid=2938&returnto=1225","Statistics","Campus","12-13 credits"
"239","Notre Dame College","Cleveland, Ohio","Certificate in Competitive Business Intelligence","http://online.notredamecollege.edu/programs/certificate-in-competitive-business-intelligence/","Notre Dame College Online","http://online.notredamecollege.edu/programs/certificate-in-competitive-business-intelligence/","http://online.notredamecollege.edu/programs/certificate-in-competitive-business-intelligence/",NA,"Online","12 credits"
"240","Ohio State University-Main Campus","Columbus, Ohio","Master of Applied Statistics","http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters","Department of Statistics","http://registrar.osu.edu/FeeTables/Index_fee_locator_su14.asp","http://www.stat.osu.edu/sites/default/files/mas_semesters.pdf","Math","Campus","50 hours of coursework minimum"
"241","Ohio State University-Main Campus","Columbus, Ohio","Master of Public Health in Biomedical Informatics","http://medicine.osu.edu/bmi/education/prospective_students/ms-and-mph-degrees/pages/index.aspx","College of Medicine","http://medicine.osu.edu/residents/masters_programs/genetic_counseling/admissions/tuitionandreimbursement/pages/index.aspx","http://medicine.osu.edu/bmi/Documents/MPH-BMI_14-15.pdf",NA,"Campus","48 credit hours"
"242","University of Cincinnati-Main Campus","Cincinnati, Ohio","Master of Science in Business Analytics","https://business.uc.edu/programs/graduate/msbana.html","Lindner College of Business","https://business.uc.edu/programs/graduate/msbana/tuition-and-aid.html","http://business.uc.edu/graduate/ms-business-analytics/academics.html","Math, Computer Science","Campus","35 credit hours"
"243","University of Cincinnati-Main Campus","Cincinnati, Ohio","Master of Science in Health Informatics","http://mshi.uc.edu/","College of Allied Health Sciences","http://mshi.uc.edu/","http://mshi.uc.edu",NA,"Online","36 credit hours/1 year"
"244","Oklahoma State University Center for Health Sciences","Tulsa, Oklahoma","Graduate Certificate in Business Data Mining","http://watson.okstate.edu/datamining/program/","Watson Graduate School of Management","http://spears.okstate.edu/distance/about/tuition/","http://watson.okstate.edu/datamining/program/",NA,"Online","12 credit hours minimum"
"245","Oklahoma State University Center for Health Sciences","Tulsa, Oklahoma","Graduate Certificate in Marketing Analytics","http://watson.okstate.edu/marketinganalytics/program/","Watson Graduate School of Management","http://spears.okstate.edu/distance/about/tuition/","http://watson.okstate.edu/marketinganalytics/program/",NA,"Online","12 credit hours"
"246","Southwestern Oklahoma State University","Weatherford, Oklahoma","M.S. Healthcare Informatics & Information Management","http://www.swosu.edu/academics/him/programs/graduate/curriculum.aspx","Allied Health","http://www.swosu.edu/resources/tuition.aspx","http://www.swosu.edu/resources/catalog/graduate/healthcare-informatics-management.aspx",NA,"Online","36 credit hours"
